conf_label;title;country;country_qid;location;location_qid;main_subject;start_time;end_time;series_label;series_short_name;WikiCFP_identifier;DBLP_identifier
Formal Methods and Software Engineering, 6th International Conference on Formal Engineering Methods, ICFEM 2004, Seattle, WA, USA, November 8-12, 2004;Formal Methods and Software Engineering, 6th International Conference on Formal Engineering Methods;United States of America;Q30;Seattle;Q5083;software engineering;2004-11-08T00:00:00.000000;2004-11-12T00:00:00.000000;IEEE International Conference on Formal Engineering Methods;ICFEM;1365;conf/icfem
Second IEEE International Conference on Formal Engineering Methods, ICFEM 1998, Brisbane, Queensland, Australia, December 9-11, 1998;Second IEEE International Conference on Formal Engineering Methods;Australia;Q408;Brisbane;Q34932;;1998-12-09T00:00:00.000000;1998-12-11T00:00:00.000000;IEEE International Conference on Formal Engineering Methods;ICFEM;1365;conf/icfem
9th IEEE International Conference on Intelligent Systems, IS 2018, Funchal, Madeira, Portugal, September 25-27, 2018;9th IEEE International Conference on Intelligent Systems;Portugal;Q45;Funchal;Q25444;;2018-09-25T00:00:00.000000;2018-09-27T00:00:00.000000;IEEE International Conference on Intelligent Systems;IS;1665;conf/is
8th IEEE International Conference on Intelligent Systems, IS 2016, Sofia, Bulgaria, September 4-6, 2016;8th IEEE International Conference on Intelligent Systems;Bulgaria;Q219;Sofia;Q472;;2016-09-04T00:00:00.000000;2016-09-06T00:00:00.000000;IEEE International Conference on Intelligent Systems;IS;1665;conf/is
20th IEEE International Conference on Information Reuse and Integration for Data Science, IRI 2019, Los Angeles, CA, USA, July 30 - August 1, 2019;20th IEEE International Conference on Information Reuse and Integration for Data Science;United States of America;Q30;Los Angeles;Q65;;2019-07-30T00:00:00.000000;2019-08-01T00:00:00.000000;IEEE International Conference on Information Reuse and Integration;IRI;1658;conf/iri
2017 IEEE International Conference on Information Reuse and Integration, IRI 2017, San Diego, CA, USA, August 4-6, 2017;2017 IEEE International Conference on Information Reuse and Integration;United States of America;Q30;San Diego;Q16552;;2017-08-04T00:00:00.000000;2017-08-06T00:00:00.000000;IEEE International Conference on Information Reuse and Integration;IRI;1658;conf/iri
1994 International Conference on Network Protocols, ICNP 1994, Boston, MA, USA, October 25-28, 1994;1994 International Conference on Network Protocols;United States of America;Q30;Boston;Q100;;1994-10-25T00:00:00.000000;1994-10-28T00:00:00.000000;IEEE International Conference on Network Protocols;ICNP;1430;conf/icnp
15th IEEE International Conference on Mobile Ad Hoc and Sensor Systems, MASS 2018, Chengdu, China, October 9-12, 2018;15th IEEE International Conference on Mobile Ad Hoc and Sensor Systems;People's Republic of China;Q148;Chengdu;Q30002;;2018-10-09T00:00:00.000000;2018-10-12T00:00:00.000000;IEEE International Conference on Mobile Adhoc and Sensor Systems;MASS;1999;conf/mass
Space Information Networks - First International Conference, SINC 2016, Kunming, China, August 24-25, 2016;Space Information Networks - First International Conference;People's Republic of China;Q148;Kunming;Q182852;;2016-08-24T00:00:00.000000;2016-08-25T00:00:00.000000;Space Information Networks Conference;SINC;;conf/sinc
Testing: Academia and Industry Conference - Practice And Research Techniques (TAIC PART 2006), 29-31 August 2006, Windsor, United Kingdom;Testing: Academia and Industry Conference - Practice And Research Techniques;United Kingdom;Q145;Windsor;Q464955;;2006-08-29T00:00:00.000000;2006-08-31T00:00:00.000000;Testing: Academic & Industrial Conference - Practice And Research Techniques;TAIC PART;;conf/taicpart
Trends in Enterprise Application Architecture, 2nd International Conference, TEAA 2006, Berlin, Germany, November 29 - December 1, 2006;2nd International Conference on Trends in Enterprise Application Architecture;Germany;Q183;Berlin;Q64;;2006-11-29T00:00:00.000000;2006-12-01T00:00:00.000000;Trends in Enterprise Application Architecture;TEAA;;conf/teaa
1st Summit on Advances in Programming Languages, SNAPL 2015, May 3-6, 2015, Asilomar, California, USA;1st Summit on Advances in Programming Languages;United States of America;Q30;Asilomar Conference Grounds;Q2976485;;2015-05-03T00:00:00.000000;2015-05-06T00:00:00.000000;Summit on Advances in Programming Languages;SNAPL;;conf/snapl
Testing - Practice and Research Techniques, 5th International Academic and Industrial Conference, TAIC PART 2010, Windsor, UK, September 3-5, 2010;5th International Academic and Industrial Conference on Testing - Practice and Research Techniques;United Kingdom;Q145;Windsor;Q464955;;2010-09-03T00:00:00.000000;2010-09-05T00:00:00.000000;Testing: Academic & Industrial Conference - Practice And Research Techniques;TAIC PART;;conf/taicpart
2020 USENIX Conference on Operational Machine Learning, OpML 2020, July 28 - August 7, 2020;2020 USENIX Conference on Operational Machine Learning;;;;;;2020-07-28T00:00:00.000000;2020-08-07T00:00:00.000000;USENIX Conference on Operational Machine Learning;OpML;;conf/opml
2019 USENIX Conference on Operational Machine Learning, OpML 2019, Santa Clara, CA, USA, May 20, 2019;2019 USENIX Conference on Operational Machine Learning;United States of America;Q30;Santa Clara;Q159260;;;;USENIX Conference on Operational Machine Learning;OpML;;conf/opml
USENIX Mobile & Location-Independent Computing Symposium, Cambridge, Massachusetts, USA, August 2-3, 1993;USENIX Mobile & Location-Independent Computing Symposium;United States of America;Q30;Cambridge;Q49111;;1993-08-02T00:00:00.000000;1993-08-03T00:00:00.000000;USENIX Symposium on Mobile and Location-Independent Computing;MLICS;;conf/mlics
2nd Symposium on Mobile and Location-Independent Computing (MLICS'95), Ann Arbor, MI, USA, 10-11 April 1995;2nd Symposium on Mobile and Location-Independent Computing;United States of America;Q30;Ann Arbor;Q485172;;1995-04-10T00:00:00.000000;1995-04-11T00:00:00.000000;USENIX Symposium on Mobile and Location-Independent Computing;MLICS;;conf/mlics
User Centric Media - Second International ICST Conference, UCMedia 2010, Palma de Mallorca, Spain, September 1-3, 2010;User Centric Media - Second International ICST Conference;Spain;Q29;Palma de Mallorca;Q8826;;2010-09-01T00:00:00.000000;2010-09-03T00:00:00.000000;User Centric Media;UCMedia;;conf/ucmedia
1999 User Interfaces to Data Intensive Systems, UIDIS 1999, Edinburgh, Scotland, September 5-6, 1999;1999 User Interfaces to Data Intensive Systems;United Kingdom;Q145;Edinburgh;Q23436;;1999-09-05T00:00:00.000000;1999-09-06T00:00:00.000000;User Interfaces to Data Intensive Systems;UIDIS;;conf/uidis
User Centric Media - First International Conference, UCMedia 2009, Venice, Italy, December 9-11, 2009;User Centric Media - First International Conference;Italy;Q38;Venice;Q641;;2009-12-09T00:00:00.000000;2009-12-11T00:00:00.000000;User Centric Media;UCMedia;;conf/ucmedia
Wavelet Analysis and Its Applications, Second International Conference, WAA 2001, Hong Kong, China, December 18-20, 2001;Second International Conference on Wavelet Analysis and Its Applications;People's Republic of China;Q148;Hong Kong;Q8646;;2001-12-18T00:00:00.000000;2001-12-20T00:00:00.000000;Wavelet Analysis and Its Applications;WAA;;conf/waa
Vorgehensmodelle 2013, Vorgehensmodelle - Anspruch und Wirklichkeit, 20. Tagung der Fachgruppe Vorgehensmodelle im Fachgebiet Wirtschaftsinformatik (WI-VM) der Gesellschaft für Informatik e.V., Lörrach, Deutschland, 9.-10. Oktober 2013;20. Tagung der Fachgruppe Vorgehensmodelle im Fachgebiet Wirtschaftsinformatik (WI-VM) der Gesellschaft für Informatik e.V.;Germany;Q183;Lörrach;Q6855;;2013-10-09T00:00:00.000000;2013-10-10T00:00:00.000000;Vorgehensmodelle - Anspruch und Wirklichkeit;Vorgehensmodelle;;conf/vorgehensmodelle
Wavelet Analysis and Its Applications, Third International Conference on WAA, Chongqing, P. R. China 29-31 May 2003;Third International Conference on WAA;People's Republic of China;Q148;Chongqing;Q11725;;2003-05-29T00:00:00.000000;2003-05-31T00:00:00.000000;Wavelet Analysis and Its Applications;WAA;;conf/waa
World Congress on Engineering, WCE 2008, London, UK, July 2-4, 2008;World Congress on Engineering 2008;United Kingdom;Q145;London;Q84;;2008-07-02T00:00:00.000000;2008-07-04T00:00:00.000000;World Congress on Engineering;WCE;3018;conf/wce
World Congress on Engineering, WCE 2007, London, UK, 2-4 July, 2007;World Congress on Engineering 2007;United Kingdom;Q145;London;Q84;;2007-07-02T00:00:00.000000;2007-07-04T00:00:00.000000;World Congress on Engineering;WCE;3018;conf/wce
Advances in Artificial Intelligence - XVIth International Conference of the Italian Association for Artificial Intelligence, Bari, Italy, November 14-17, 2017;Advances in Artificial Intelligence - XVIth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Bari;Q3519;;2017-11-14T00:00:00.000000;2017-11-17T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2019 - Advances in Artificial Intelligence - XVIIIth International Conference of the Italian Association for Artificial Intelligence, Rende, Italy, November 19-22, 2019;Advances in Artificial Intelligence - XVIIIth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Rende;Q30029317;;2019-11-19T00:00:00.000000;2019-11-22T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2018 - Advances in Artificial Intelligence - XVIIth International Conference of the Italian Association for Artificial Intelligence, Trento, Italy, November 20-23, 2018;Advances in Artificial Intelligence - XVIIth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Trento;Q3376;;2018-11-20T00:00:00.000000;2018-11-23T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2016: Advances in Artificial Intelligence - XVth International Conference of the Italian Association for Artificial Intelligence, Genova, Italy, November 29 - December 1, 2016;Advances in Artificial Intelligence - XVth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Genoa;Q1449;;2016-11-29T00:00:00.000000;2016-12-01T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2015, Advances in Artificial Intelligence - XIVth International Conference of the Italian Association for Artificial Intelligence, Ferrara, Italy, September 23-25, 2015;Advances in Artificial Intelligence - XIVth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Ferrara;Q13362;;2015-09-23T00:00:00.000000;2015-09-25T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2013: Advances in Artificial Intelligence - XIIIth International Conference of the Italian Association for Artificial Intelligence, Turin, Italy, December 4-6, 2013;Advances in Artificial Intelligence - XIIIth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Turin;Q495;;2013-12-04T00:00:00.000000;2013-12-06T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2011: Artificial Intelligence Around Man and Beyond - XIIth International Conference of the Italian Association for Artificial Intelligence, Palermo, Italy, September 15-17, 2011;Artificial Intelligence Around Man and Beyond - XIIth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Palermo;Q2656;;2011-09-15T00:00:00.000000;2011-09-17T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2009: Emergent Perspectives in Artificial Intelligence, XIth International Conference of the Italian Association for Artificial Intelligence, Reggio Emilia, Italy, December 9-12, 2009;Emergent Perspectives in Artificial Intelligence, XIth International Conference of the Italian Association for Artificial Intelligence;Italy;Q38;Reggio Emilia;Q13360;;2009-12-09T00:00:00.000000;2009-12-12T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2007: Artificial Intelligence and Human-Oriented Computing, 10th Congress of the Italian Association for Artificial Intelligence, Rome, Italy, September 10-13, 2007;Artificial Intelligence and Human-Oriented Computing, 10th Congress of the Italian Association for Artificial Intelligence;Italy;Q38;Rome;Q220;;2007-09-10T00:00:00.000000;2007-09-13T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2005: Advances in Artificial Intelligence, 9th Congress of the Italian Association for Artificial Intelligence, Milan, Italy, September 21-23, 2005;Advances in Artificial Intelligence, 9th Congress of the Italian Association for Artificial Intelligence;Italy;Q38;Milan;Q490;;2005-09-21T00:00:00.000000;2005-09-23T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2003: Advances in Artificial Intelligence, 8th Congress of the Italian Association for Artificial Intelligence, Pisa, Italy, September 23-26, 2003;Advances in Artificial Intelligence, 8th Congress of the Italian Association for Artificial Intelligence;Italy;Q38;Pisa;Q13375;;2003-09-23T00:00:00.000000;2003-09-26T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 2001: Advances in Artificial Intelligence, 7th Congress of the Italian Association for Artificial Intelligence, Bari, Italy, September 25-28, 2001;Advances in Artificial Intelligence, 7th Congress of the Italian Association for Artificial Intelligence;Italy;Q38;Bari;Q3519;;2001-09-25T00:00:00.000000;2001-09-28T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 99:Advances in Artificial Intelligence, 6th Congress of the Italian Association for Artificial Intelligence, Bologna, Italy, September 14-17, 1999;AI*IA 99: Advances in Artificial Intelligence, 6th Congress of the Italian Association for Artificial Intelligence;Italy;Q38;Bologna;Q1891;;1999-09-14T00:00:00.000000;1999-09-17T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
Advances in Artificial Intelligence, Third Congress of the Italian Association for Artificial Intelligence, AI*IA'93, Torino, Italy, October 26-28, 1993;Advances in Artificial Intelligence, Third Congress of the Italian Association for Artificial Intelligence, AI*IA'93;Italy;Q38;Turin;Q495;;1993-10-26T00:00:00.000000;1993-10-28T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
AI*IA 97: Advances in Artificial Intelligence, 5th Congress of the Italian Association for Artificial Intelligence, Rome, Italy, September 17-19, 1997;AI*IA 97: Advances in Artificial Intelligence, 5th Congress of the Italian Association for Artificial Intelligence, Rome, Italy, September 17-19, 1997;Italy;Q38;Rome;Q220;;1997-09-17T00:00:00.000000;1997-09-19T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
Topics in Artificial Intelligence, 4th Congress of the Italian Association for Artificial Intelligence, AI*IA'95, Florence, Italy, October 11-13, 1995;Topics in Artificial Intelligence, 4th Congress of the Italian Association for Artificial Intelligence, AI*IA'95, Florence, Italy, October 11-13, 1995;Italy;Q38;Florence;Q2044;;1995-10-11T00:00:00.000000;1995-10-13T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
Trends in Artificial Intelligence, 2nd Congress of the Italian Association for Artificial Intelligence, AI*IA, Palermo, Italy, October, 29-31, 1991;Trends in Artificial Intelligence, 2nd Congress of the Italian Association for Artificial Intelligence;Italy;Q38;Palermo;Q2656;;1991-10-29T00:00:00.000000;1991-10-31T00:00:00.000000;International Conference of the Italian Association for Artificial Intelligence;AI*IA;106;conf/aiia
International Joint Conference SOCO'13-CISIS'13-ICEUTE'13 - Salamanca, Spain, September 11th-13th, 2013;International Joint Conference SOCO'13-CISIS'13-ICEUTE'13 -;Spain;Q29;Salamanca;Q15695;;2013-09-11T00:00:00.000000;2013-09-13T00:00:00.000000;Computational Intelligence in Security for Information Systems;CISIS;474;conf/cisis-spain
International Joint Conference SOCO'13-CISIS'13-ICEUTE'13 - Salamanca, Spain, September 11th-13th, 2013;International Joint Conference SOCO'13-CISIS'13-ICEUTE'13 -;Spain;Q29;Salamanca;Q15695;;2013-09-11T00:00:00.000000;2013-09-13T00:00:00.000000;Soft Computing Models in Industrial and Environmental Applications;SOCO;;conf/softcomp
International Joint Conference SOCO'13-CISIS'13-ICEUTE'13 - Salamanca, Spain, September 11th-13th, 2013;International Joint Conference SOCO'13-CISIS'13-ICEUTE'13 -;Spain;Q29;Salamanca;Q15695;;2013-09-11T00:00:00.000000;2013-09-13T00:00:00.000000;International Conference on EUropean Transnational Education;ICEUTE;;conf/iceute
Intelligent Computer Mathematics - 11th International Conference AISC, 19th Symposium Calculemus, 5th International Workshop DML, 11th International Conference MKM, Systems and Projects, Held as Part of CICM 2012, Bremen, Germany, July 8-13, 2012;Intelligent Computer Mathematics - 11th International Conference, AISC 2012, 19th Symposium, Calculemus 2012, 5th International Workshop, DML 2012, 11th International Conference, MKM 2012;Germany;Q183;Bremen;Q24879;;2012-07-08T00:00:00.000000;2012-07-13T00:00:00.000000;Artificial Intelligence and Symbolic Computation;AISC;127;conf/aisc
Intelligent Computer Mathematics - 11th International Conference AISC, 19th Symposium Calculemus, 5th International Workshop DML, 11th International Conference MKM, Systems and Projects, Held as Part of CICM 2012, Bremen, Germany, July 8-13, 2012;Intelligent Computer Mathematics - 11th International Conference, AISC 2012, 19th Symposium, Calculemus 2012, 5th International Workshop, DML 2012, 11th International Conference, MKM 2012;Germany;Q183;Bremen;Q24879;;2012-07-08T00:00:00.000000;2012-07-13T00:00:00.000000;International Conference on Intelligent Computer Mathematics;CICM;;conf/mkm
Intelligent Computer Mathematics - 11th International Conference AISC, 19th Symposium Calculemus, 5th International Workshop DML, 11th International Conference MKM, Systems and Projects, Held as Part of CICM 2012, Bremen, Germany, July 8-13, 2012;Intelligent Computer Mathematics - 11th International Conference, AISC 2012, 19th Symposium, Calculemus 2012, 5th International Workshop, DML 2012, 11th International Conference, MKM 2012;Germany;Q183;Bremen;Q24879;;2012-07-08T00:00:00.000000;2012-07-13T00:00:00.000000;Symposium on the Integration of Symbolic Computation and Mechanized Reasoning;Calculemus;;conf/calculemus
International Joint Conference SOCO'16-CISIS'16-ICEUTE'16 - San Sebastián, Spain, October 19th-21st, 2016;International Joint Conference SOCO'16-CISIS'16-ICEUTE'16;Spain;Q29;San Sebastián;Q10313;;2016-10-19T00:00:00.000000;2016-10-21T00:00:00.000000;Computational Intelligence in Security for Information Systems;CISIS;474;conf/cisis-spain
International Joint Conference SOCO'16-CISIS'16-ICEUTE'16 - San Sebastián, Spain, October 19th-21st, 2016;International Joint Conference SOCO'16-CISIS'16-ICEUTE'16;Spain;Q29;San Sebastián;Q10313;;2016-10-19T00:00:00.000000;2016-10-21T00:00:00.000000;Soft Computing Models in Industrial and Environmental Applications;SOCO;;conf/softcomp
International Joint Conference SOCO'16-CISIS'16-ICEUTE'16 - San Sebastián, Spain, October 19th-21st, 2016;International Joint Conference SOCO'16-CISIS'16-ICEUTE'16;Spain;Q29;San Sebastián;Q10313;;2016-10-19T00:00:00.000000;2016-10-21T00:00:00.000000;International Conference on EUropean Transnational Education;ICEUTE;;conf/iceute
ACM India Joint International Conference on Data Science and Management of Data, COMAD/CODS 2019, Kolkata, India, January 3-5, 2019;ACM India Joint International Conference on Data Science and Management of Data, COMAD/CODS 2019;India;Q668;Kolkata;Q1348;;2019-01-03T00:00:00.000000;2019-01-05T00:00:00.000000;International Conference on Management of Data;COMAD;537;conf/comad
ACM India Joint International Conference on Data Science and Management of Data, COMAD/CODS 2019, Kolkata, India, January 3-5, 2019;ACM India Joint International Conference on Data Science and Management of Data, COMAD/CODS 2019;India;Q668;Kolkata;Q1348;;2019-01-03T00:00:00.000000;2019-01-05T00:00:00.000000;ACM IKDD Conference on Data Science;CODS;;conf/cods
Software Engineering - ESEC/FSE'99, 7th European Software Engineering Conference, Held Jointly with the 7th ACM SIGSOFT Symposium on the Foundations of Software Engineering, Toulouse, France, September 1999;Software Engineering - ESEC/FSE'99, 7th European Software Engineering Conference, Held Jointly with the 7th ACM SIGSOFT Symposium on the Foundations of Software Engineering;France;Q142;Toulouse;Q7880;;;;ACM SIGSOFT Conference on the Foundations of Software Engineering;FSE;1093;conf/sigsoft
Software Engineering - ESEC/FSE'99, 7th European Software Engineering Conference, Held Jointly with the 7th ACM SIGSOFT Symposium on the Foundations of Software Engineering, Toulouse, France, September 1999;Software Engineering - ESEC/FSE'99, 7th European Software Engineering Conference, Held Jointly with the 7th ACM SIGSOFT Symposium on the Foundations of Software Engineering;France;Q142;Toulouse;Q7880;;;;European Software Engineering Conference;ESEC;;conf/esec
People and Computers XV - Interaction without Frontiers, Joint HCI 2001 and IHM 2001, Lille, France, September 10-14, 2001;People and Computers XV - Interaction without Frontiers, Joint HCI 2001 and IHM 2001;France;Q142;Lille;Q648;;2001-09-10T00:00:00.000000;2001-09-14T00:00:00.000000;Interaction Homme-Machine;IHM;;conf/ihm
People and Computers XV - Interaction without Frontiers, Joint HCI 2001 and IHM 2001, Lille, France, September 10-14, 2001;People and Computers XV - Interaction without Frontiers, Joint HCI 2001 and IHM 2001;France;Q142;Lille;Q648;;2001-09-10T00:00:00.000000;2001-09-14T00:00:00.000000;British Computer Society Conference on Human-Computer Interaction;BCS HCI;;conf/bcshci
IBERAMIA-SBIA 2006, 2nd International Joint Conference, 10th Ibero-American Conference on AI, 18th Brazilian AI Symposium, Ribeirão Preto, Brazil, October 23-27, 2006;2nd International Joint Conference, 10th Ibero-American Conference on AI, 18th Brazilian AI Symposium;Brazil;Q155;Ribeirão Preto;Q188892;;2006-10-23T00:00:00.000000;2006-10-27T00:00:00.000000;Brazilian Symposium on Artificial Intelligence;SBIA;;conf/sbia
IBERAMIA-SBIA 2006, 2nd International Joint Conference, 10th Ibero-American Conference on AI, 18th Brazilian AI Symposium, Ribeirão Preto, Brazil, October 23-27, 2006;2nd International Joint Conference, 10th Ibero-American Conference on AI, 18th Brazilian AI Symposium;Brazil;Q155;Ribeirão Preto;Q188892;;2006-10-23T00:00:00.000000;2006-10-27T00:00:00.000000;Ibero-American Conference on AI;IBERAMIA;1261;conf/iberamia
TAPSOFT'95: Theory and Practice of Software Development, 6th International Joint Conference CAAP/FASE, Aarhus, Denmark, May 22-26, 1995;TAPSOFT'95: Theory and Practice of Software Development, 6th International Joint Conference CAAP/FASE;Denmark;Q35;Aarhus;Q25319;;1995-05-22T00:00:00.000000;1995-05-26T00:00:00.000000;Colloquium on Trees in Algebra and Programming;CAAP;;conf/caap
TAPSOFT'95: Theory and Practice of Software Development, 6th International Joint Conference CAAP/FASE, Aarhus, Denmark, May 22-26, 1995;TAPSOFT'95: Theory and Practice of Software Development, 6th International Joint Conference CAAP/FASE;Denmark;Q35;Aarhus;Q25319;;1995-05-22T00:00:00.000000;1995-05-26T00:00:00.000000;Theory and Practice of Software Development;TAPSOFT;;conf/tapsoft
International Joint Conference SOCO'18-CISIS'18-ICEUTE'18 - San Sebastián, Spain, June 6-8, 2018;International Joint Conference SOCO'18-CISIS'18-ICEUTE'18;Spain;Q29;San Sebastián;Q10313;;2018-06-06T00:00:00.000000;2018-06-08T00:00:00.000000;Computational Intelligence in Security for Information Systems;CISIS;474;conf/cisis-spain
International Joint Conference SOCO'18-CISIS'18-ICEUTE'18 - San Sebastián, Spain, June 6-8, 2018;International Joint Conference SOCO'18-CISIS'18-ICEUTE'18;Spain;Q29;San Sebastián;Q10313;;2018-06-06T00:00:00.000000;2018-06-08T00:00:00.000000;Soft Computing Models in Industrial and Environmental Applications;SOCO;;conf/softcomp
International Joint Conference SOCO'18-CISIS'18-ICEUTE'18 - San Sebastián, Spain, June 6-8, 2018;International Joint Conference SOCO'18-CISIS'18-ICEUTE'18;Spain;Q29;San Sebastián;Q10313;;2018-06-06T00:00:00.000000;2018-06-08T00:00:00.000000;International Conference on EUropean Transnational Education;ICEUTE;;conf/iceute
Applications of Declarative Programming and Knowledge Management - 19th International Conference, INAP 2011, and 25th Workshop on Logic Programming, WLP 2011, Vienna, Austria, September 28-30, 2011;Applications of Declarative Programming and Knowledge Management - 19th International Conference, INAP 2011, and 25th Workshop on Logic Programming, WLP 2011;Austria;Q40;Vienna;Q1741;;2011-09-28T00:00:00.000000;2011-09-30T00:00:00.000000;International Conference on Applications of Declarative Programming and Knowledge Management;INAP;1598;conf/inap
Applications of Declarative Programming and Knowledge Management - 19th International Conference, INAP 2011, and 25th Workshop on Logic Programming, WLP 2011, Vienna, Austria, September 28-30, 2011;Applications of Declarative Programming and Knowledge Management - 19th International Conference, INAP 2011, and 25th Workshop on Logic Programming, WLP 2011;Austria;Q40;Vienna;Q1741;;2011-09-28T00:00:00.000000;2011-09-30T00:00:00.000000;Workshop Logische Programmierung;WLP;3105;conf/wlp
Engineering Applications of Neural Networks - 12th INNS EANN-SIG International Conference, EANN 2011 and 7th IFIP WG 12.5 International Conference, AIAI 2011, Corfu, Greece, September 15-18, 2011;Engineering Applications of Neural Networks - 12th INNS EANN-SIG International Conference, EANN 2011 and 7th IFIP WG 12.5 International Conference, AIAI 2011;Greece;Q41;Corfu;Q205832;;2011-09-15T00:00:00.000000;2011-09-18T00:00:00.000000;International Conference on Engineering Applications of Neural Networks;EANN;;conf/eann
Engineering Applications of Neural Networks - 12th INNS EANN-SIG International Conference, EANN 2011 and 7th IFIP WG 12.5 International Conference, AIAI 2011, Corfu, Greece, September 15-18, 2011;Engineering Applications of Neural Networks - 12th INNS EANN-SIG International Conference, EANN 2011 and 7th IFIP WG 12.5 International Conference, AIAI 2011;Greece;Q41;Corfu;Q205832;;2011-09-15T00:00:00.000000;2011-09-18T00:00:00.000000;Professional Practice in Artificial Intelligence;PPAI;;conf/ifip12
Serious Games - Second Joint International Conference, JCSG 2016, Brisbane, QLD, Australia, September 26-27, 2016;Serious Games - Second Joint International Conference, JCSG 2016;Australia;Q408;Brisbane;Q34932;;2016-09-26T00:00:00.000000;2016-09-27T00:00:00.000000;International Conference on Serious Games;GameDays;;conf/gamedays
Serious Games - Second Joint International Conference, JCSG 2016, Brisbane, QLD, Australia, September 26-27, 2016;Serious Games - Second Joint International Conference, JCSG 2016;Australia;Q408;Brisbane;Q34932;;2016-09-26T00:00:00.000000;2016-09-27T00:00:00.000000;Joint International Conference on Serious Games;JCSG;;conf/sgda
Intelligent Computer Mathematics - MKM, Calculemus, DML, and Systems and Projects 2013, Held as Part of CICM 2013, Bath, UK, July 8-12, 2013;Intelligent Computer Mathematics - MKM, Calculemus, DML, and Systems and Projects 2013;United Kingdom;Q145;Bath;Q22889;;2013-07-08T00:00:00.000000;2013-07-12T00:00:00.000000;International Conference on Intelligent Computer Mathematics;CICM;;conf/mkm
Intelligent Computer Mathematics - MKM, Calculemus, DML, and Systems and Projects 2013, Held as Part of CICM 2013, Bath, UK, July 8-12, 2013;Intelligent Computer Mathematics - MKM, Calculemus, DML, and Systems and Projects 2013;United Kingdom;Q145;Bath;Q22889;;2013-07-08T00:00:00.000000;2013-07-12T00:00:00.000000;Symposium on the Integration of Symbolic Computation and Mechanized Reasoning;Calculemus;;conf/calculemus
Intelligent Computer Mathematics, 16th Symposium, Calculemus 2009, 8th International Conference, MKM 2009, Held as Part of CICM 2009, Grand Bend, Canada, July 6-12, 2009;Intelligent Computer Mathematics, 16th Symposium, Calculemus 2009, 8th International Conference, MKM 2009, Grand Bend, Canada, July 6-12, 2009;Canada;Q16;Grand Bend;Q1542518;;2009-07-06T00:00:00.000000;2009-07-12T00:00:00.000000;International Conference on Intelligent Computer Mathematics;CICM;;conf/mkm
Intelligent Computer Mathematics, 16th Symposium, Calculemus 2009, 8th International Conference, MKM 2009, Held as Part of CICM 2009, Grand Bend, Canada, July 6-12, 2009;Intelligent Computer Mathematics, 16th Symposium, Calculemus 2009, 8th International Conference, MKM 2009, Grand Bend, Canada, July 6-12, 2009;Canada;Q16;Grand Bend;Q1542518;;2009-07-06T00:00:00.000000;2009-07-12T00:00:00.000000;Symposium on the Integration of Symbolic Computation and Mechanized Reasoning;Calculemus;;conf/calculemus
Social, Cultural, and Behavioral Modeling, 9th International Conference, SBP-BRiMS 2016, Washington, DC, USA, June 28 - July 1, 2016;Social, Cultural, and Behavioral Modeling, 9th International Conference, SBP-BRiMS 2016;United States of America;Q30;Washington, D.C.;Q61;;2016-06-28T00:00:00.000000;2016-07-01T00:00:00.000000;Social Computing, Behavioral Modeling, and Prediction;SBP;;conf/sbp
